District,District_Code,Total_Beneficiaries,Sanctioned_Amount,Request_ID,Request_Date,Year,Requested_Amount,Granted_Amount,Request_Status,District_Population,Scheme_Name,Applicant_Income_Bracket,Application_Channel,Officer_Review_Score,Processing_Time_Days
Dhemaji,D012,4699,5460238,REQ00424,2021-03-03,2021,20560,20560,Approved,467752,PMAY,Middle,Offline,7.94,22
Golaghat,D009,2763,3818466,REQ00425,2021-02-08,2021,18114,18114,Approved,828849,NRLM,Middle,Online,7.29,34
Jorhat,D008,565,748060,REQ00426,2022-07-14,2022,44288,44288,Approved,306767,MGNREGA,Low,CSC,8.74,42
Karimganj,D016,2521,1928565,REQ00427,2022-09-11,2022,27515,12070,Rejected,996561,PMAY,Low,CSC,4.07,22
Jorhat,D008,4479,5164287,REQ00428,2023-05-03,2023,45031,45031,Approved,912975,PMGSY,Low,Offline,7.37,54
Lakhimpur,D018,1583,1266400,REQ00429,2019-02-04,2019,31853,31853,Approved,967844,NRLM,BPL,CSC,8.12,44
Bongaigaon,D011,831,604137,REQ00430,2021-12-26,2021,15636,7138,Rejected,1589644,NRLM,Middle,Offline,2.48,24
Golaghat,D009,4896,3921696,REQ00431,2023-03-15,2023,8718,439,Rejected,498700,PMGSY,Low,CSC,3.63,31
Cachar,D007,4199,2611778,REQ00432,2022-04-13,2022,35723,13536,Rejected,776151,PMAY,Low,Online,1.92,13
Bongaigaon,D011,3452,3738516,REQ00433,2023-02-18,2023,10386,10386,Approved,2245062,MGNREGA,Low,Online,5.46,22
Barpeta,D006,2667,3064383,REQ00434,2018-08-26,2018,1308,1308,Approved,907183,NRLM,Low,Online,7.44,37
Barpeta,D006,4110,5359440,REQ00435,2018-12-27,2018,9480,9480,Approved,2001074,NSAP,Middle,CSC,9.0,26
Hailakandi,D014,4010,3576920,REQ00436,2018-01-20,2018,3472,3472,Approved,1764900,MGNREGA,Middle,CSC,6.15,1
Bongaigaon,D011,4450,3092750,REQ00437,2018-03-15,2018,45351,45351,Approved,1644307,MGNREGA,BPL,Online,9.26,20
Tinsukia,D005,941,839372,REQ00438,2023-08-24,2023,39579,5472,Rejected,1450750,PMAY,Low,Online,3.24,19
Karbi Anglong,D015,4362,4841820,REQ00439,2023-11-17,2023,23140,11252,Rejected,2255958,MGNREGA,Low,Offline,2.59,23
Cachar,D007,1450,2131500,REQ00440,2022-07-11,2022,2253,2253,Approved,750316,MGNREGA,BPL,CSC,5.89,14
Kamrup,D001,4930,5008880,REQ00441,2019-11-24,2019,9071,9071,Approved,1272857,PMAY,Low,Offline,6.77,50
Lakhimpur,D018,498,551784,REQ00442,2018-07-16,2018,44382,44382,Approved,685657,PMAY,BPL,Online,5.93,27
Karbi Anglong,D015,3215,2012590,REQ00443,2020-11-01,2020,32090,2508,Rejected,239026,MGNREGA,Middle,CSC,1.87,20
Hailakandi,D014,927,1092006,REQ00444,2023-11-02,2023,18693,18693,Approved,775305,PMGSY,Middle,CSC,5.82,27
Sonitpur,D004,4290,5302440,REQ00445,2019-04-28,2019,19527,1741,Rejected,1037809,NSAP,BPL,Online,3.39,50
Golaghat,D009,4385,6559960,REQ00446,2020-04-06,2020,24456,24456,Approved,872655,NSAP,Middle,Offline,7.34,3
Lakhimpur,D018,4166,5965712,REQ00447,2020-04-30,2020,46102,46102,Approved,211484,NRLM,Low,Online,6.73,1
Nagaon,D003,1004,1360420,REQ00448,2023-07-17,2023,10774,4191,Rejected,624843,PMAY,BPL,CSC,4.12,58
Golaghat,D009,1993,1927231,REQ00449,2021-04-27,2021,18309,820,Rejected,365442,PMAY,Low,Online,4.97,55
Darrang,D010,3050,4026000,REQ00450,2021-07-04,2021,28918,1898,Rejected,240568,PMAY,Middle,Online,3.88,55
Tinsukia,D005,1496,1250656,REQ00451,2022-01-04,2022,29686,29686,Approved,589866,NRLM,Middle,CSC,5.87,24
Bongaigaon,D011,1598,984368,REQ00452,2022-06-30,2022,27230,27230,Approved,2205904,NRLM,Low,Offline,7.91,52
Hailakandi,D014,1466,901590,REQ00453,2019-06-27,2019,46624,1921,Rejected,1944946,MGNREGA,Middle,Online,4.03,59
Morigaon,D019,4054,5355334,REQ00454,2022-11-30,2022,12879,12879,Approved,320864,NSAP,Middle,Offline,7.01,56
Tinsukia,D005,4057,5850194,REQ00455,2023-06-23,2023,8401,3610,Rejected,1297283,PMAY,Low,Online,4.94,42
Bongaigaon,D011,201,245421,REQ00456,2023-11-20,2023,49734,23716,Rejected,1618935,PMGSY,Middle,Online,4.41,34
Kokrajhar,D017,880,829840,REQ00457,2020-10-15,2020,32583,32583,Approved,428866,NSAP,Low,Online,5.79,1
Barpeta,D006,4241,5805929,REQ00458,2023-04-07,2023,33495,2453,Rejected,1210373,NSAP,BPL,Offline,3.93,22
Golaghat,D009,512,521728,REQ00459,2020-07-01,2020,37077,12407,Rejected,530639,NSAP,Middle,Online,4.89,30
Karbi Anglong,D015,4794,4592652,REQ00460,2018-12-27,2018,33666,10356,Rejected,274529,PMAY,Low,Offline,3.6,7
Goalpara,D013,3477,1863672,REQ00461,2018-01-01,2018,6956,6956,Approved,1477576,PMGSY,Middle,CSC,9.93,57
Kokrajhar,D017,4706,3345966,REQ00462,2023-02-12,2023,23338,23338,Approved,2106143,PMAY,Low,Online,6.07,22
Lakhimpur,D018,3975,4901175,REQ00463,2022-01-28,2022,47918,3736,Rejected,1130074,PMAY,Low,CSC,4.6,1
Bongaigaon,D011,3009,4059141,REQ00464,2021-04-10,2021,36893,36893,Approved,645947,NRLM,Middle,CSC,6.43,3
Barpeta,D006,4133,2657519,REQ00465,2022-08-04,2022,8009,8009,Approved,986614,PMGSY,Low,Online,5.78,8
Goalpara,D013,1866,1806288,REQ00466,2020-02-20,2020,47975,47975,Approved,395036,PMAY,Low,Offline,5.56,60
Morigaon,D019,1109,1430610,REQ00467,2023-01-20,2023,30975,30975,Approved,764704,PMGSY,Middle,CSC,7.23,32
Kamrup,D001,4444,5568332,REQ00468,2018-07-18,2018,37256,37256,Approved,2332102,PMGSY,Low,Offline,7.52,50
Barpeta,D006,4839,3276003,REQ00469,2019-06-10,2019,7786,2693,Rejected,1549910,PMGSY,Low,CSC,4.94,33
Goalpara,D013,3529,3963067,REQ00470,2020-10-13,2020,18930,5617,Rejected,759402,NRLM,Low,Offline,4.85,9
Hailakandi,D014,4296,3462576,REQ00471,2021-07-09,2021,47653,47653,Approved,1111600,PMGSY,Middle,CSC,5.45,13
Cachar,D007,2480,2983440,REQ00472,2021-11-15,2021,45064,21302,Rejected,2475374,MGNREGA,BPL,CSC,1.4,45
Bongaigaon,D011,1045,1336555,REQ00473,2021-12-13,2021,37849,18698,Rejected,2439350,NSAP,Low,CSC,2.97,19
Hailakandi,D014,204,211140,REQ00474,2019-03-13,2019,2656,2656,Approved,437417,MGNREGA,Low,Online,8.73,13
Golaghat,D009,1418,1124474,REQ00475,2020-10-23,2020,10596,10596,Approved,2469840,NRLM,BPL,Online,9.29,3
Dhemaji,D012,3807,2299428,REQ00476,2020-07-07,2020,49654,49654,Approved,1196547,PMGSY,Middle,Offline,5.5,33
Darrang,D010,484,700832,REQ00477,2022-04-12,2022,26398,26398,Approved,425662,NRLM,Low,CSC,7.15,1
Golaghat,D009,1763,2001005,REQ00478,2022-12-20,2022,15781,15781,Approved,2492670,NRLM,Middle,CSC,6.62,48
Nalbari,D020,1709,2211446,REQ00479,2020-03-03,2020,20279,20279,Approved,512345,MGNREGA,Low,CSC,10.0,12
Barpeta,D006,4309,2680198,REQ00480,2022-03-26,2022,3663,3663,Approved,1308301,NRLM,Low,CSC,8.24,9
Barpeta,D006,4884,6671544,REQ00481,2020-11-10,2020,1369,1369,Approved,849302,NSAP,Low,CSC,5.74,3
Tinsukia,D005,2742,3046362,REQ00482,2018-07-28,2018,41984,9868,Rejected,1701919,NSAP,Middle,CSC,4.09,5
Bongaigaon,D011,4404,3192900,REQ00483,2020-01-24,2020,35118,16552,Rejected,2477843,MGNREGA,BPL,Offline,2.79,35
Goalpara,D013,853,731021,REQ00484,2020-06-25,2020,14982,14982,Approved,1713295,NRLM,Middle,Offline,6.41,19
Cachar,D007,4445,4382770,REQ00485,2018-02-06,2018,8518,2834,Rejected,1222685,NSAP,Middle,Online,4.49,3
Bongaigaon,D011,3224,4632888,REQ00486,2019-04-10,2019,26288,8851,Rejected,2367900,NRLM,Low,Online,3.16,53
Dhemaji,D012,4313,5701786,REQ00487,2023-09-15,2023,30200,718,Rejected,1007455,NRLM,Low,CSC,4.71,21
Kokrajhar,D017,774,1137780,REQ00488,2019-01-29,2019,11970,4368,Rejected,474608,PMAY,Middle,CSC,3.84,14
Cachar,D007,3575,4844125,REQ00489,2019-03-02,2019,14472,14472,Approved,502495,NSAP,Middle,CSC,9.37,48
Tinsukia,D005,294,285180,REQ00490,2021-09-20,2021,3482,3482,Approved,946553,PMAY,BPL,Online,7.76,51
Golaghat,D009,4671,2671812,REQ00491,2020-07-21,2020,17950,17950,Approved,1896377,NSAP,Low,Offline,5.98,28
Bongaigaon,D011,238,213724,REQ00492,2019-04-30,2019,36050,36050,Approved,390911,PMGSY,BPL,Online,8.96,45
Nagaon,D003,3030,4393500,REQ00493,2023-08-22,2023,7955,7955,Approved,562829,NRLM,Low,CSC,6.15,19
Karbi Anglong,D015,3224,2914496,REQ00494,2018-05-07,2018,32063,8740,Rejected,1839941,MGNREGA,BPL,Online,4.28,51
Lakhimpur,D018,2516,3731228,REQ00495,2019-08-14,2019,20533,20533,Approved,792964,NRLM,Middle,Online,9.05,8
Dibrugarh,D002,141,153126,REQ00496,2022-06-03,2022,36202,36202,Approved,1081025,PMAY,Middle,Offline,7.08,48
Dhemaji,D012,1834,1690948,REQ00497,2023-10-01,2023,10335,1507,Rejected,1260075,MGNREGA,BPL,CSC,3.93,13
Sonitpur,D004,1585,1881395,REQ00498,2018-08-11,2018,36969,36969,Approved,1419085,PMGSY,Low,Online,5.62,43
Nagaon,D003,2153,1291800,REQ00499,2020-03-19,2020,48552,15964,Rejected,737773,NRLM,Middle,Offline,4.25,43
Jorhat,D008,919,726929,REQ00500,2018-10-13,2018,13681,3980,Rejected,1482095,NSAP,Low,Offline,3.23,45
Morigaon,D019,1348,1454492,REQ00501,2022-02-01,2022,21731,21731,Approved,1513718,MGNREGA,Low,Online,7.85,16
Jorhat,D008,3672,2875176,REQ00502,2022-01-12,2022,9801,9801,Approved,2141326,NRLM,Middle,Offline,9.82,29
Dhemaji,D012,2602,2596796,REQ00503,2019-03-22,2019,12519,4969,Rejected,787209,PMAY,Middle,Offline,3.2,58
Lakhimpur,D018,1709,1314221,REQ00504,2018-11-10,2018,48672,48672,Approved,330838,PMAY,BPL,CSC,7.13,53
Morigaon,D019,4842,4425588,REQ00505,2020-05-21,2020,3402,533,Rejected,2180147,PMGSY,Middle,CSC,4.7,42
Tinsukia,D005,3096,2789496,REQ00506,2020-07-03,2020,39640,39640,Approved,2149097,NRLM,Middle,Online,5.03,33
Kokrajhar,D017,841,761946,REQ00507,2022-01-30,2022,33910,7827,Rejected,895598,PMGSY,BPL,CSC,4.82,49
Kokrajhar,D017,1249,1194044,REQ00508,2019-10-15,2019,12740,4635,Rejected,2227960,MGNREGA,Middle,CSC,4.27,23
Dibrugarh,D002,1892,2419868,REQ00509,2023-06-21,2023,16187,16187,Approved,1181545,NRLM,BPL,Offline,6.1,3
Cachar,D007,4342,6204718,REQ00510,2022-01-19,2022,26434,7448,Rejected,1559252,PMAY,Low,Online,4.34,7
Kokrajhar,D017,2340,3168360,REQ00511,2020-12-14,2020,38921,38921,Approved,1779824,PMGSY,Middle,Online,6.54,42
Goalpara,D013,3092,3404292,REQ00512,2018-11-15,2018,34860,34860,Approved,2365820,NSAP,Low,Online,5.9,26
Dhemaji,D012,2926,2920148,REQ00513,2023-05-29,2023,40597,40597,Approved,2045068,PMGSY,BPL,Online,5.52,11
Jorhat,D008,731,750006,REQ00514,2021-02-24,2021,14861,1531,Rejected,696312,MGNREGA,BPL,Offline,4.18,43
Jorhat,D008,3496,4649680,REQ00515,2021-09-14,2021,48202,15778,Rejected,1083756,NSAP,BPL,Offline,4.85,38
Barpeta,D006,3466,1809252,REQ00516,2020-09-25,2020,3827,3827,Approved,875824,PMGSY,BPL,CSC,7.51,9
Kokrajhar,D017,421,594452,REQ00517,2019-08-25,2019,4664,4664,Approved,2366948,NRLM,BPL,Online,7.0,26
Nalbari,D020,4717,5433984,REQ00518,2018-03-18,2018,48156,21684,Rejected,1108458,NRLM,Middle,Online,4.04,29
Nalbari,D020,3961,5497868,REQ00519,2023-05-27,2023,12178,12178,Approved,798578,NSAP,BPL,CSC,6.2,51
Morigaon,D019,1589,1808282,REQ00520,2023-09-24,2023,18335,18335,Approved,488748,NRLM,BPL,Offline,7.5,15
Goalpara,D013,3257,2068195,REQ00521,2019-03-21,2019,2085,1032,Rejected,603905,NSAP,BPL,Online,2.66,12
Karimganj,D016,419,585762,REQ00522,2023-12-17,2023,33986,33986,Approved,746638,PMAY,BPL,Offline,7.09,58
Nalbari,D020,4517,6084399,REQ00523,2018-01-05,2018,45470,14139,Rejected,1753475,PMGSY,Middle,Offline,4.67,56
Dibrugarh,D002,4440,4169160,REQ00524,2020-07-28,2020,32596,32596,Approved,609854,NRLM,Low,CSC,7.14,28
Tinsukia,D005,2185,2158780,REQ00525,2020-08-10,2020,6493,2450,Rejected,1281312,PMGSY,Low,Offline,4.47,13
Kamrup,D001,158,172378,REQ00526,2023-11-11,2023,8722,58,Rejected,1061588,NSAP,Middle,CSC,2.39,45
Bongaigaon,D011,3449,3000630,REQ00527,2019-03-13,2019,11143,5337,Rejected,1295983,PMGSY,Low,Offline,2.74,55
Lakhimpur,D018,3569,3847382,REQ00528,2022-02-06,2022,41100,41100,Approved,1933204,NSAP,Low,Online,6.1,36
Lakhimpur,D018,4052,2767516,REQ00529,2022-02-25,2022,37640,37640,Approved,1486196,NSAP,Middle,Offline,6.52,37
Dhemaji,D012,3361,4211333,REQ00530,2019-07-20,2019,44206,7529,Rejected,878617,NSAP,BPL,CSC,4.19,7
Cachar,D007,4264,3880240,REQ00531,2021-10-18,2021,37082,37082,Approved,1832019,PMAY,Middle,Online,7.28,41
Kamrup,D001,846,1136178,REQ00532,2019-08-19,2019,31911,7133,Rejected,1303487,PMAY,Middle,Online,2.68,15
Dhemaji,D012,755,847865,REQ00533,2018-06-04,2018,48480,48480,Approved,2385255,NSAP,Low,CSC,5.87,19
Nalbari,D020,570,836760,REQ00534,2019-12-19,2019,42962,14384,Rejected,2373292,PMAY,Low,Online,3.58,19
Cachar,D007,375,488250,REQ00535,2023-09-23,2023,34804,7591,Rejected,351251,PMGSY,Middle,Online,4.7,24
Jorhat,D008,102,152898,REQ00536,2019-10-07,2019,6691,6691,Approved,1857350,NSAP,Low,Offline,6.09,26
Morigaon,D019,1740,1792200,REQ00537,2018-03-04,2018,49295,2248,Rejected,1393253,PMAY,Middle,CSC,4.28,47
Lakhimpur,D018,4875,4173000,REQ00538,2021-11-24,2021,19121,19121,Approved,2107397,PMGSY,BPL,Online,5.23,60
Goalpara,D013,4809,2423736,REQ00539,2020-12-05,2020,12471,12471,Approved,503608,PMGSY,Low,Online,8.01,33
Darrang,D010,2885,4238065,REQ00540,2019-04-25,2019,34638,8196,Rejected,2228490,NSAP,Low,Offline,4.85,50
Jorhat,D008,2882,4276888,REQ00541,2023-02-23,2023,45668,45668,Approved,2221529,PMGSY,Low,Online,7.67,8
Golaghat,D009,653,581823,REQ00542,2020-06-21,2020,45362,7534,Rejected,1680993,NRLM,Middle,Offline,3.74,34
Lakhimpur,D018,179,217843,REQ00543,2020-12-14,2020,17269,17269,Approved,1634422,PMAY,Low,Offline,7.06,5
Lakhimpur,D018,1562,1541694,REQ00544,2021-07-09,2021,24169,24169,Approved,966653,PMGSY,BPL,Offline,8.88,48
Cachar,D007,4187,5250498,REQ00545,2020-03-28,2020,16391,3965,Rejected,1161366,NRLM,Middle,Online,1.06,13
Jorhat,D008,3016,1987544,REQ00546,2019-03-13,2019,8856,4035,Rejected,2471106,PMGSY,BPL,Online,4.41,3
Karimganj,D016,3140,3563900,REQ00547,2021-07-15,2021,33266,33266,Approved,967020,NRLM,Middle,Offline,7.15,49
Kokrajhar,D017,2395,2172265,REQ00548,2020-06-28,2020,38792,38792,Approved,1974928,PMAY,BPL,CSC,5.59,31
Lakhimpur,D018,366,371124,REQ00549,2021-11-23,2021,26802,26802,Approved,704860,MGNREGA,Middle,Offline,6.74,45
Kokrajhar,D017,3868,3183364,REQ00550,2018-02-04,2018,1774,215,Rejected,622567,NSAP,Middle,CSC,4.79,21
Dhemaji,D012,2227,1538857,REQ00551,2020-12-12,2020,16541,16541,Approved,1639050,NSAP,Low,CSC,6.17,24
Barpeta,D006,4185,3908790,REQ00552,2020-05-12,2020,28465,28465,Approved,1880207,NRLM,Middle,Offline,5.69,18
Karbi Anglong,D015,1573,1706705,REQ00553,2019-06-22,2019,38741,38741,Approved,1332248,MGNREGA,Middle,Online,8.34,52
Jorhat,D008,4649,4379358,REQ00554,2022-04-10,2022,13849,13849,Approved,240862,MGNREGA,BPL,Offline,6.51,12
Hailakandi,D014,4192,2670304,REQ00555,2023-10-19,2023,35995,35995,Approved,1458434,NRLM,Middle,Offline,6.68,17
Lakhimpur,D018,4751,2603548,REQ00556,2022-06-20,2022,7486,7486,Approved,1103735,MGNREGA,Middle,Online,5.18,53
Golaghat,D009,4003,5440077,REQ00557,2019-01-30,2019,30481,30481,Approved,1713984,NRLM,Middle,Offline,5.02,24
Lakhimpur,D018,4666,6784364,REQ00558,2020-11-21,2020,23553,23553,Approved,1672580,NSAP,BPL,Online,5.13,56
Nalbari,D020,1729,1884610,REQ00559,2019-12-16,2019,19652,19652,Approved,2340959,NRLM,Low,CSC,6.79,32
Karbi Anglong,D015,742,660380,REQ00560,2021-03-19,2021,31392,31392,Approved,1615109,MGNREGA,Middle,Online,5.16,27
Nalbari,D020,4782,4370748,REQ00561,2018-10-20,2018,6184,6184,Approved,1514839,NRLM,BPL,Online,6.58,21
Darrang,D010,2291,2563629,REQ00562,2022-06-08,2022,18776,18776,Approved,2384962,NRLM,Low,CSC,10.0,29
Hailakandi,D014,1470,1011360,REQ00563,2018-04-05,2018,9194,9194,Approved,1255484,MGNREGA,Middle,CSC,7.74,48
Nagaon,D003,1825,1222750,REQ00564,2022-06-15,2022,7750,7750,Approved,425760,PMAY,BPL,Offline,5.35,2
Goalpara,D013,4392,5634936,REQ00565,2018-12-07,2018,7811,7811,Approved,553627,PMGSY,Low,Online,8.4,42
Goalpara,D013,2634,1933356,REQ00566,2020-10-10,2020,49338,49338,Approved,730209,NSAP,Low,CSC,5.18,9
Kokrajhar,D017,1497,791913,REQ00567,2018-05-24,2018,44486,10656,Rejected,2467374,NSAP,Low,Offline,1.92,60
Golaghat,D009,4593,4386315,REQ00568,2019-07-08,2019,46719,5801,Rejected,2114881,PMGSY,Middle,CSC,3.98,41
Morigaon,D019,3663,3794868,REQ00569,2023-12-27,2023,21293,7891,Rejected,575616,PMGSY,Low,Online,2.26,29
Darrang,D010,3096,2854512,REQ00570,2020-11-30,2020,11205,11205,Approved,2394947,PMAY,Low,Online,5.3,53
Tinsukia,D005,2917,2313181,REQ00571,2023-04-06,2023,36068,36068,Approved,1456657,NSAP,BPL,Offline,6.04,1
Hailakandi,D014,2499,2776389,REQ00572,2020-08-05,2020,1473,1473,Approved,1926945,NRLM,Middle,Online,9.35,57
Lakhimpur,D018,3680,3326720,REQ00573,2020-10-20,2020,11700,11700,Approved,1125231,NSAP,Middle,Offline,6.65,17
Nagaon,D003,3558,4056120,REQ00574,2020-09-08,2020,34856,34856,Approved,2431135,NRLM,Middle,Offline,5.56,52
Golaghat,D009,3482,2409544,REQ00575,2018-10-08,2018,12954,12954,Approved,2109847,NRLM,BPL,Online,7.66,40
Karbi Anglong,D015,2329,2834393,REQ00576,2023-07-09,2023,13306,158,Rejected,2443829,MGNREGA,Low,Online,1.58,2
Barpeta,D006,937,738356,REQ00577,2021-01-07,2021,9194,9194,Approved,234410,NSAP,Middle,CSC,6.47,15
Nagaon,D003,1334,687010,REQ00578,2023-07-15,2023,15233,15233,Approved,2290423,NSAP,Low,Offline,7.54,24
Karbi Anglong,D015,359,300842,REQ00579,2018-11-25,2018,10574,2183,Rejected,2478312,NSAP,BPL,Online,3.04,31
Barpeta,D006,1674,2372058,REQ00580,2020-10-21,2020,26007,26007,Approved,1244223,PMAY,BPL,CSC,8.29,25
Karbi Anglong,D015,2124,2665620,REQ00581,2018-05-18,2018,14053,14053,Approved,1074290,PMAY,Low,CSC,6.68,31
Goalpara,D013,2656,3872448,REQ00582,2021-08-16,2021,11394,11394,Approved,2384923,PMAY,Middle,CSC,5.17,8
Golaghat,D009,4042,4660426,REQ00583,2021-05-08,2021,14023,14023,Approved,1113470,PMAY,Low,CSC,7.27,8
Jorhat,D008,3656,3041792,REQ00584,2018-03-03,2018,11968,11968,Approved,1860140,PMGSY,Low,Online,10.0,51
Jorhat,D008,173,258116,REQ00585,2018-06-22,2018,39081,39081,Approved,850083,NSAP,Middle,CSC,6.36,24
Nagaon,D003,2137,1412557,REQ00586,2023-08-10,2023,6990,6990,Approved,451877,PMGSY,Middle,Offline,6.5,4
Dhemaji,D012,1360,1656480,REQ00587,2019-03-16,2019,9246,9246,Approved,1656756,MGNREGA,Low,Offline,5.08,52
Karbi Anglong,D015,1680,875280,REQ00588,2022-03-28,2022,24472,2207,Rejected,2235504,NRLM,Middle,Online,4.3,46
Karbi Anglong,D015,4679,3747879,REQ00589,2023-07-01,2023,13437,13437,Approved,1658211,MGNREGA,Middle,CSC,7.66,21
Karbi Anglong,D015,2355,3268740,REQ00590,2019-10-19,2019,5513,634,Rejected,1304566,NSAP,Middle,Offline,4.29,35
Dhemaji,D012,3819,1909500,REQ00591,2023-09-04,2023,25840,25840,Approved,1727042,MGNREGA,Middle,Online,6.14,50
Nalbari,D020,2056,1702368,REQ00592,2018-09-17,2018,44141,44141,Approved,2398107,NSAP,Middle,Online,5.04,44
Karimganj,D016,4617,3033369,REQ00593,2021-03-05,2021,22141,22141,Approved,603728,NRLM,Low,Online,6.96,34
Nagaon,D003,458,620590,REQ00594,2019-06-16,2019,12707,12707,Approved,2235790,MGNREGA,BPL,Online,6.67,13
Sonitpur,D004,360,390240,REQ00595,2022-05-11,2022,44117,44117,Approved,1273484,PMGSY,Low,CSC,8.08,4
Dhemaji,D012,1908,2136960,REQ00596,2018-10-18,2018,1857,671,Rejected,2163182,NSAP,BPL,Online,4.98,52
Dibrugarh,D002,3056,3272976,REQ00597,2022-08-31,2022,25187,25187,Approved,1314911,PMAY,Middle,CSC,5.46,34
Dibrugarh,D002,676,915304,REQ00598,2021-05-29,2021,6107,2127,Rejected,1168959,PMAY,BPL,Online,4.04,35
Goalpara,D013,1652,1151444,REQ00599,2023-11-26,2023,44049,44049,Approved,950352,PMGSY,BPL,CSC,5.11,36
Lakhimpur,D018,3501,4425264,REQ00600,2019-03-09,2019,42852,42852,Approved,2124013,NRLM,Middle,CSC,6.75,45
Hailakandi,D014,952,637840,REQ00601,2020-01-09,2020,37042,37042,Approved,863440,PMGSY,Low,Offline,7.51,35
Nalbari,D020,3729,5425695,REQ00602,2021-12-14,2021,21653,5319,Rejected,2006017,NRLM,Middle,Offline,4.16,53
Bongaigaon,D011,2071,2228396,REQ00603,2020-05-26,2020,25580,25580,Approved,2097517,NRLM,Middle,Offline,7.74,29
Goalpara,D013,101,125543,REQ00604,2018-05-22,2018,19643,19643,Approved,766590,PMAY,Middle,CSC,8.71,57
Darrang,D010,153,123471,REQ00605,2020-06-27,2020,15078,15078,Approved,1357448,PMAY,Low,CSC,6.83,59
Lakhimpur,D018,4288,4583872,REQ00606,2019-09-26,2019,7179,7179,Approved,854760,NSAP,BPL,Offline,9.75,9
Golaghat,D009,3107,4380870,REQ00607,2020-10-20,2020,16269,6644,Rejected,1876875,NRLM,Low,Online,4.45,37
Cachar,D007,732,907680,REQ00608,2021-08-22,2021,32623,7999,Rejected,1459940,PMGSY,BPL,Online,3.51,3
Morigaon,D019,3225,1870500,REQ00609,2018-08-18,2018,22914,7115,Rejected,1150922,NSAP,Low,Online,2.44,48
Nalbari,D020,193,221757,REQ00610,2022-04-16,2022,4547,4547,Approved,1539310,PMGSY,Low,Online,8.99,35
Morigaon,D019,1325,1105050,REQ00611,2023-08-20,2023,46728,46728,Approved,1847869,MGNREGA,BPL,Online,7.31,29
Nalbari,D020,4812,4888992,REQ00612,2019-01-04,2019,15554,15554,Approved,820809,NRLM,Low,Offline,5.89,9
Bongaigaon,D011,776,765912,REQ00613,2018-07-21,2018,36923,36923,Approved,1871543,NRLM,Low,Online,6.56,33
Hailakandi,D014,1168,1495040,REQ00614,2019-07-07,2019,32517,3245,Rejected,1022500,NSAP,Middle,Offline,3.75,36
Nalbari,D020,4394,3304288,REQ00615,2020-09-19,2020,5695,5695,Approved,575787,NSAP,Low,Offline,10.0,8
Hailakandi,D014,3569,3119306,REQ00616,2021-11-27,2021,13483,13483,Approved,301530,NRLM,Low,CSC,6.26,50
Darrang,D010,1486,1274988,REQ00617,2022-12-17,2022,41840,41840,Approved,1179326,NSAP,BPL,Online,6.22,13
Dhemaji,D012,1377,1755675,REQ00618,2018-12-18,2018,8364,8364,Approved,819402,PMAY,Middle,Online,7.45,56
Darrang,D010,212,180412,REQ00619,2019-04-01,2019,20996,20996,Approved,1591991,NSAP,Low,Online,6.96,14
Lakhimpur,D018,1835,1299180,REQ00620,2023-11-14,2023,17951,17951,Approved,792854,NSAP,Middle,CSC,6.45,45
Kamrup,D001,3185,3490760,REQ00621,2023-11-28,2023,3849,348,Rejected,1041780,PMAY,Low,Offline,4.42,51
Nalbari,D020,2322,1286388,REQ00622,2023-03-20,2023,43910,43910,Approved,1337958,PMAY,BPL,Offline,6.94,43
Dhemaji,D012,983,510177,REQ00623,2021-04-13,2021,43559,43559,Approved,2332972,MGNREGA,Low,Offline,9.76,46
Sonitpur,D004,2684,2673264,REQ00624,2023-12-18,2023,6768,6768,Approved,2120933,MGNREGA,BPL,CSC,8.69,36
Kamrup,D001,425,320025,REQ00625,2023-12-09,2023,20983,20983,Approved,858527,NSAP,Low,Offline,9.19,2
Dhemaji,D012,2982,2573466,REQ00626,2021-05-23,2021,16479,4519,Rejected,1280785,PMAY,Middle,CSC,4.98,57
Goalpara,D013,341,499906,REQ00627,2021-02-21,2021,15783,2799,Rejected,775713,NSAP,BPL,CSC,4.02,6
Goalpara,D013,4365,6473295,REQ00628,2020-07-20,2020,28350,28350,Approved,1988723,PMGSY,BPL,Online,5.75,20
Nalbari,D020,2797,2682323,REQ00629,2019-06-24,2019,14550,14550,Approved,2470602,MGNREGA,Middle,CSC,6.11,44
Cachar,D007,1231,1004496,REQ00630,2023-11-16,2023,9863,9863,Approved,862901,MGNREGA,Low,CSC,8.19,21
Nagaon,D003,4665,4874925,REQ00631,2019-04-30,2019,13067,1192,Rejected,1936610,PMAY,Low,Offline,2.62,27
Darrang,D010,3729,4709727,REQ00632,2021-01-26,2021,10958,10958,Approved,974882,PMAY,BPL,Online,9.06,2
Nalbari,D020,2286,2560320,REQ00633,2020-08-03,2020,40083,40083,Approved,309406,MGNREGA,BPL,CSC,5.68,23
Nagaon,D003,4004,2550548,REQ00634,2023-08-20,2023,40630,40630,Approved,1825126,NRLM,Low,Online,5.15,32
Karimganj,D016,1226,817742,REQ00635,2020-03-02,2020,15829,3347,Rejected,1932432,PMAY,BPL,Offline,3.98,15
Cachar,D007,1775,1006425,REQ00636,2019-12-27,2019,29788,8027,Rejected,1235086,NRLM,Middle,Offline,2.69,28
